[Configuration]
controller_type = dlqr-event
reference_type = sine-wave
A = [ [ 9.9860906100e-01  ,  -1.1312366800e-04 ] , [ 9.9860906100e-01  ,  -1.1312366800e-04 ] ] 
B = [ [ 8.6104000000e-03] , [8.0799000000e-04 ]]
K = [ [ -1.9097760100e+00  ,  -1.9449064542e+02 ]]
event_a = 1.0000000000e+01
event_b = 2.0000000000e-01
event_sigma = 1.0000000000e-02
refresh_rate = 4.6531055450e+01

[Table]
time_us,pulse_qc,setpoint_current_mA,actual_current_mA,epos_velocity_unfiltered_rpm,calculated_velocity_rad/s,tracked_reference,event_max_error,event_error
             1579643,                -201,   -3.0797607422e+02,                -361,                   0,    0.0000000000e+00,   -3.5095404053e+02,    7.9208555222e+00,    1.1308893204e+01
             1589689,                -203,   -2.2334983826e+02,                -345,                   0,   -1.7869824171e-01,   -3.3814935303e+02,    7.8171019554e+00,    0.0000000000e+00
             1599646,                -206,   -2.2334983826e+02,                -313,                   0,   -2.7044180036e-01,   -3.2412893677e+02,    7.7003507614e+00,    1.7020641327e+01
             1609709,                -210,   -1.1904689789e+02,                -264,                   0,   -3.5679122806e-01,   -3.0867095947e+02,    7.5689783096e+00,    0.0000000000e+00
             1619647,                -215,   -1.1904689789e+02,                -135,                   0,   -4.5159906149e-01,   -2.9219406128e+02,    7.4258346558e+00,    2.1477125168e+01
             1629688,                -219,   -3.6237766266e+01,                -135,                   0,   -3.5757294297e-01,   -2.7438992310e+02,    7.2806153297e+00,    0.0000000000e+00
             1639644,                -223,   -3.6237766266e+01,                -216,                 -30,   -3.6062574387e-01,   -2.5565835571e+02,    7.1300544739e+00,    2.2731575012e+01
             1649686,                -225,    1.4234601021e+01,                -135,                   0,   -1.7876793444e-01,   -2.3575209045e+02,    6.9842939377e+00,    0.0000000000e+00
             1659644,                -225,    1.4234601021e+01,                 -39,                   0,    0.0000000000e+00,   -2.1508561707e+02,    6.9639444351e+00,    2.0667243958e+01
             1669689,                -225,    6.0375568390e+01,                 -39,                   0,    0.0000000000e+00,   -1.9338604736e+02,    7.0774884224e+00,    0.0000000000e+00
             1679644,                -225,    6.0375568390e+01,                  10,                   0,    0.0000000000e+00,   -1.7112086487e+02,    7.1945681572e+00,    2.2265186310e+01
             1689691,                -225,    1.4710697937e+02,                  42,                   0,    0.0000000000e+00,   -1.4797160339e+02,    7.3167967796e+00,    0.0000000000e+00
             1699735,                -225,    1.4710697937e+02,                  42,                   0,    0.0000000000e+00,   -1.2424004364e+02,    7.4425258636e+00,    2.3731561661e+01
             1709689,                -225,    2.3827732849e+02,                  74,                   0,    0.0000000000e+00,   -1.0023283386e+02,    7.5700654984e+00,    0.0000000000e+00
             1719644,                -225,    2.3827732849e+02,                 203,                   0,    0.0000000000e+00,   -7.5831214905e+01,    7.6999821663e+00,    2.4401620865e+01
             1729688,                -225,    3.3247070312e+02,                 203,                   0,    0.0000000000e+00,   -5.0911155701e+01,    7.8328795433e+00,    0.0000000000e+00
             1739644,                -225,    3.3247070312e+02,                 300,                   0,    0.0000000000e+00,   -2.6009103775e+01,    7.9658370018e+00,    2.4902050018e+01
             1749693,                -224,    4.0894448853e+02,                 187,                   0,    8.9319474995e-02,   -7.7157467604e-01,    8.0947370529e+00,    0.0000000000e+00
             1759646,                -222,    4.0894448853e+02,                 300,                  30,    1.8036799133e-01,    2.4228202820e+01,    8.2164573669e+00,    2.2999958038e+01
             1769837,                -219,    4.6181710815e+02,                 332,                  30,    2.6423349977e-01,    4.9726833344e+01,    8.3348741531e+00,    0.0000000000e+00
             1779646,                -214,    4.6181710815e+02,                 461,                  30,    4.5753809810e-01,    7.4078399658e+01,    8.4351902008e+00,    1.9352533340e+01
             1789691,                -207,    4.6220901489e+02,                 380,                   0,    6.2550312281e-01,    9.8723564148e+01,    8.5250415802e+00,    0.0000000000e+00
             1799646,                -197,    4.6220901489e+02,                 429,                  30,    9.0165418386e-01,    1.2276033783e+02,    8.5936107635e+00,    1.4039490700e+01
             1809690,                -184,    4.0527618408e+02,                 461,                  30,    1.1617668867e+00,    1.4652514648e+02,    8.6426286697e+00,    0.0000000000e+00
             1819646,                -169,    4.0527618408e+02,                 461,                  60,    1.3523461819e+00,    1.6950627136e+02,    8.6752624512e+00,    7.9834079742e+00
             1829708,                -151,    4.0527618408e+02,                 477,                  60,    1.6057223082e+00,    1.9205804443e+02,    8.6873855591e+00,    1.2540766716e+01
             1839718,                -131,    3.0956088257e+02,                 364,                  60,    1.7934023142e+00,    2.1373196411e+02,    8.6825103760e+00,    0.0000000000e+00
             1849688,                -108,    3.0956088257e+02,                 396,                  60,    2.0706868172e+00,    2.3447926331e+02,    8.6543865204e+00,    2.2697055340e+00
             1859649,                 -83,    3.0956088257e+02,                 412,                  90,    2.2527809143e+00,    2.5428926086e+02,    8.6088457108e+00,    7.4568724632e+00
             1869710,                 -56,    3.0956088257e+02,                 332,                  90,    2.4088203907e+00,    2.7328707886e+02,    8.5464715958e+00,    1.5457146645e+01
             1879647,                 -27,    9.7793945312e+01,                 300,                  90,    2.6195373535e+00,    2.9097940063e+02,    8.4646654129e+00,    0.0000000000e+00
             1889688,                   1,    9.7793945312e+01,                 332,                  60,    2.5030117035e+00,    3.0770486450e+02,    8.3829202652e+00,    1.1275141716e+01
             1899646,                  32,    1.2440232277e+01,                 316,                 120,    2.7942895889e+00,    3.2308303833e+02,    8.2755079269e+00,    0.0000000000e+00
             1909688,                  62,    1.2440232277e+01,                  74,                  90,    2.6815311909e+00,    3.3731036377e+02,    8.1670875549e+00,    1.5773091316e+01
             1919647,                  90,    5.9014549255e+00,                 138,                  90,    2.5236206055e+00,    3.5009439087e+02,    8.0621271133e+00,    0.0000000000e+00
             1929779,                 116,    5.9014549255e+00,                  10,                  90,    2.3033502102e+00,    3.6169396973e+02,    7.9617934227e+00,    1.4402110100e+01
             1939645,                 140,    1.7598905563e+01,                  90,                  60,    2.1834950447e+00,    3.7158123779e+02,    7.8635931015e+00,    0.0000000000e+00
             1949689,                 161,    1.7598905563e+01,                -103,                  60,    1.8766976595e+00,    3.8018035889e+02,    7.7753338814e+00,    1.2404674530e+01
             1959646,                 179,    8.2045494080e+01,                  74,                  60,    1.6226537228e+00,    3.8721105957e+02,    7.6957468987e+00,    0.0000000000e+00
             1969689,                 194,    8.2045494080e+01,                  74,                  60,    1.3406326771e+00,    3.9276770020e+02,    7.6251387596e+00,    9.4475698471e+00
             1979648,                 207,    1.3446849060e+02,                 -55,                  30,    1.1716810465e+00,    3.9673403931e+02,    7.5571250916e+00,    0.0000000000e+00
             1989759,                 218,    1.3446849060e+02,                 138,                  30,    9.7651749849e-01,    3.9917221069e+02,    7.4917297363e+00,    8.5640535355e+00
             1999648,                 227,    1.7150856018e+02,                  10,                  30,    8.1690728664e-01,    3.9999902344e+02,    7.4289965630e+00,    0.0000000000e+00
             2009686,                 235,    1.7150856018e+02,                 171,                  30,    7.1535819769e-01,    3.9925946045e+02,    7.3627171516e+00,    8.7401447296e+00
             2019649,                 242,    1.7327389526e+02,                  58,                  30,    6.3065427542e-01,    3.9695547485e+02,    7.2932209969e+00,    0.0000000000e+00
